2,0


3,0


4,0


5,1


6,2


7,3


8,3


9,4


10,5


11,6


12,7


13,8


14,11


15,11


16,13


17,14


18,15


19,18


20,20


21,22


22,26


23,26


24,34


25,31


26,32


27,38


28,41


29,45


30,49


31,51


32,58


33,55


34,64


35,62


36,63


37,70


38,68


39,80


40,81


41,91


42,88


43,96


44,97


45,115


46,115


47,106


48,109


49,121


50,128


51,137


52,145


53,145


54,136


55,141


56,140


57,164


58,166


59,181


60,179


61,187


62,172


63,200


64,218


65,233


66,237


67,204


68,230


69,215


70,277


71,239


72,246


73,255


74,272


75,256


76,280


77,317


78,323


79,309


80,331


81,367


82,343


83,366


84,338


85,361


86,370


87,359


88,373


89,412


90,348


91,403


92,440


93,439


94,461


95,435


96,461


97,485


98,490


99,504


100,492


101,448


102,514


103,545


104,527


105,585


106,526


107,575


108,546


109,543


110,563


111,601


112,626


113,613


114,628


115,610


116,664


117,644


118,573


119,653


120,648


121,666


122,713


123,624


124,804


125,823


126,777


127,828


128,747


129,821


130,795


131,771


132,831


133,941


134,801


135,823


136,976


137,950


138,958


139,937


140,961


141,955


142,1117


143,865


144,1006


145,1109


146,1031


147,985


148,1095


149,1053


150,1188


151,1053


152,1107


153,1118


154,1145


155,1385


156,1064


157,1092


158,1232


159,1375


160,1142


161,1186


162,1313


163,1277


164,1272


165,1174


166,1278


167,1302


168,1405


169,1348


170,1503


171,1362


172,1249


173,1343


174,1350


175,1256


176,1322


177,1300


178,1782


179,1519


180,1402


181,1273


182,1663


183,1637


184,1679


185,1511


186,1676


187,1604


188,1788


189,1616


190,1813


191,1710


192,1597


193,1787


194,1593


195,1700


196,1816


197,1897


198,1921


199,1866


200,1992


201,1789


202,2021


203,2024


204,2201


205,1869


206,2080


207,1905


208,1951


209,1988


210,2029


211,2101


212,2177


213,2394


214,2324


215,2314


216,2066


217,2090


218,2255


219,2256


220,2185


221,2215


222,2467


223,2527


224,2489


225,2567


226,2241


227,2145


228,2238


229,2515


230,2626


231,2484


232,2479


233,2799


234,2635


235,2551


236,2512


237,2602


238,2851


239,2925


240,2635


241,2852


242,2905


243,2829


244,2756


245,2454


246,2545


247,2600


248,2719


249,2732


250,2534


251,2810


252,2742


253,2971


254,2986


255,3240


256,2932


257,2951


258,3095


259,3073


260,3176


261,3065


262,3086


263,3668


264,3359


265,3207


266,3109


267,3530


268,3521


269,3254


270,3802


271,3525


272,3321


273,3209


274,3728


275,3257


276,3136


277,3509


278,3548


279,3654


280,3605


281,3696


282,3496


283,3921


284,3870


285,3768


286,3596


287,3340


288,3699


289,3825


290,3906


291,3854


292,3859


293,3913


294,3784


295,4522


296,4107


297,4404


298,3882


299,4064


300,4215


301,4264


302,4025


303,4350


304,4373


305,3643


306,3816


307,4092


308,4455


309,3980


310,4970


311,4215


312,4294


313,4719


314,4738


315,4598


316,4503


317,3963


318,4488


319,4681


320,5076


321,4407


322,4628


323,4978


324,5395


325,4896


326,5102


327,4951


328,5462


329,4568


330,4596


331,4638


332,4925


333,5646


334,5413


335,4942


336,5554


337,4916


338,5454


339,5202


340,5288


341,4593


342,5402


343,4836


344,5589


345,5238


346,5405


347,5502


348,5703


349,5443


350,6122


351,5037


352,5215


353,5078


354,5277


355,6105


356,5588


357,5540


358,5759


359,5786


360,6305


361,6316


362,5902


363,5791


364,5814


365,5828


366,5742


367,5893


368,5810

